,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
3270,Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Phial of Putrefaction,Overwhelming Power Crystal,Cowled Batwing Cloak,Gorestained Cleaver,,,Barricade of the Endless Empire,1241.2
3271,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Thunder Bluff Tabard,,Sinful Gladiator's Guard,1105.1
3272,Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Sophisticated Bonecracker,,,Acidslough Bulwark,1184.0
3273,Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Bloodoath Signet,Shadowghast Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Sinful Gladiator's Greatcloak,Axe of the Deadgrove,Tabard of the Ascended,,Acidslough Bulwark,1170.9
3274,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,,,Encrusted Canopic Lid,952.5
3275,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Phial of Putrefaction,Dealer Xy'exa's Cape,Supercollider,Argent Crusader's Tabard,,Sinful Gladiator's Guard,964.3
3276,Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Gluttonous Spike,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Barricade of the Endless Empire,1041.2
3277,Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Shadowghast Ring,Anima Field Emitter,Overwhelming Power Crystal,Decadent Nathrian Shawl,Gorestained Cleaver,,,Encrusted Canopic Lid,1302.1
3278,Shadowghast Helm,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Arachnid Cipher Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sophisticated Bonecracker,Thunder Bluff Tabard,,Barricade of the Endless Empire,1025.1
3279,Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Engorged Worm Smasher,Huojin Tabard,,Encrusted Canopic Lid,1041.1
3280,Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Bloodoath Signet,Arachnid Cipher Ring,Stone Legion Heraldry,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,,,Sinful Gladiator's Guard,787.5
3281,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Fleshfused Circle,Decanter of Anima-Charged Winds,Sinful Gladiator's Medallion,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,,Acidslough Bulwark,926.8
3282,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Memory of Past Sins,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Sylvan Whiteshield,1165.0
3283,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Hyperlight Band,Fleshfused Circle,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Chyrus's Crest of Hope,1102.6
3284,Wing Commander's Helmet,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Gluttonous Spike,Viscera of Coalesced Hatred,Sinful Gladiator's Drape,Gorestained Cleaver,Renowned Guild Tabard,Initiate's Shirt,Chyrus's Crest of Hope,1017.7
3285,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Pulsating Stoneheart,Anima Field Emitter,Dealer Xy'exa's Cape,Gorestained Cleaver,,,Encrusted Canopic Lid,1012.3
3286,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Sinful Gladiator's Signet,Sinful Aspirant's Insignia of Alacrity,Inscrutable Quantum Device,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,921.7
3287,Wrathbark Greathelm,Shadowghast Necklace,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Emblem,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Stormwind Tabard,,Sinful Gladiator's Guard,1009.7
3288,Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Shillelagh,Tabard of the Wild Hunt,,Sinful Gladiator's Bulwark,1279.8
3289,Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Fleshfused Circle,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Barricade of the Endless Empire,958.7
3290,Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Renowned Guild Tabard,,Encrusted Canopic Lid,1002.0
3291,Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Gorestained Cleaver,Renowned Guild Tabard,,Encrusted Canopic Lid,1200.0
3292,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Spare Meat Hook,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,1102.2
3293,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Supercollider,,Black Swashbuckler's Shirt,Acidslough Bulwark,1053.3
3294,Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fleshfused Crushers,Fleshfused Circle,Signet of the False Accuser,Inscrutable Quantum Device,Pulsating Stoneheart,Sinful Gladiator's Drape,Supercollider,,,Acidslough Bulwark,1030.2
3295,Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ardent Sunstar Signet,Ritual Commander's Ring,Darkmoon Deck: Indomitable,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Axe of the Deadgrove,,Fashionable Undershirt,Sinful Aspirant's Barrier,1023.0
3296,Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Stormwind Tabard,,Encrusted Canopic Lid,948.4
3297,Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Overwhelming Power Crystal,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Barricade of the Endless Empire,976.8
3298,Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Inscrutable Quantum Device,Bargast's Leash,Blighted Margrave's Cloak,Sacred Sparrer's Edge,Tabard of the Honorbound,,Acidslough Bulwark,815.0
3299,Diadem of Imperious Desire,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Ritual Commander's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Tabard of the Lightbringer,Ebon Filigreed Shirt,Encrusted Canopic Lid,899.0
3300,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Twisted Witherroot Band,Ritual Bone Band,Inscrutable Quantum Device,Spare Meat Hook,Crest of the Legionnaire General,Engorged Worm Smasher,,,Sinful Aspirant's Barrier,857.3
3301,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Anima Field Emitter,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Sinful Gladiator's Redoubt,1026.3
3302,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,,Red Lumberjack Shirt,Encrusted Canopic Lid,1088.1
3303,Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Valinor's Ground Pounders,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Engorged Worm Smasher,,Orange Martial Shirt,Encrusted Canopic Lid,1017.4
3304,Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Tabard of the Explorer,,Sinful Gladiator's Guard,1105.5
3305,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Bloodoath Signet,Sanguine Vintage,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Renowned Guild Tabard,,Acidslough Bulwark,1305.3
3306,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Shieldguard's Gauntlets,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Bladedancer's Armor Kit,Mantle of Manifest Sins,Sophisticated Bonecracker,Guild Tabard,,Acidslough Bulwark,1003.9
3307,Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Baetheas' Ironclad Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,Tabard of the Lightbringer,,Kudebeh's Remarkable Targe,934.7
3308,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Acidslough Bulwark,1316.3
3309,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Gorestained Cleaver,Tabard of the Lightbringer,Artisan Officer's Shirt,Acidslough Bulwark,850.3
3310,Selfless Collector's GreatHelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Selfless Collector's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Decanter of Anima-Charged Winds,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Blood Knight Tabard,,Elysian Sentinel's Aegis,869.3
3311,Darkfrost Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Ritual Bone Band,Shadowghast Ring,Sinful Aspirant's Insignia of Alacrity,Spiritual Alchemy Stone,Sinful Gladiator's Drape,Engorged Worm Smasher,Renowned Guild Tabard,Tailored Officer's Shirt,Sinful Gladiator's Guard,1126.8
3312,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Dealer Xy'exa's Cape,Axe of the Deadgrove,,Scarlet Filigreed Shirt,Encrusted Canopic Lid,943.1
3313,Wrathbark Greathelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Tharatos' Charred Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Death God's Signet,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Encrusted Canopic Lid,900.3
3314,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Stone Legion Heraldry,Skulker's Wing,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Orgrimmar Tabard,Embroidered Shirt,Encrusted Canopic Lid,857.4
3315,Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Fleshfused Circle,Signet of the False Accuser,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Argent Crusader's Tabard,,Acidslough Bulwark,1012.1
