,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
1292,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Stone Legion Heraldry,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,1305.8
1293,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Anima Field Emitter,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,,,Acidslough Bulwark,814.9
1294,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ardent Sunstar Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Renowned Guild Tabard,,Elysian Sentinel's Aegis,878.5
1295,Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1077.3
1296,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Engorged Worm Smasher,Silvermoon City Tabard,Fashionable Undershirt,Encrusted Canopic Lid,1095.9
1297,Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Sanguine Vintage,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,974.8
1298,Wing Commander's Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,,Last Season's Shirt,Acidslough Bulwark,752.5
1299,Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Tabard of the Lightbringer,,Barricade of the Endless Empire,1025.1
1300,Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Bargast's Leash,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,,,Barricade of the Endless Empire,980.1
1301,Sinful Gladiator's Plate Helm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Encrusted Canopic Lid,884.6
1302,Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Barricade of the Endless Empire,1123.2
1303,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Shieldguard's Gauntlets,Signet of the False Accuser,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,,,Sinful Gladiator's Guard,947.6
1304,Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Fleshfused Circle,Anima Field Emitter,Stone Legion Heraldry,Mantle of Manifest Sins,Axe of the Deadgrove,,,Acidslough Bulwark,753.0
1305,Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Army of the Light Tabard,Fashionable Undershirt,Barricade of the Endless Empire,716.8
1306,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Shoulderblade Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Spare Meat Hook,Blighted Margrave's Cloak,Supercollider,,,Acidslough Bulwark,885.5
1307,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Anima Field Emitter,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Drape,Gorestained Cleaver,,,Sinful Gladiator's Guard,711.7
1308,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Sophisticated Bonecracker,,,Sylvan Whiteshield,690.7
1309,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Shawl of Haunted Memories,Supercollider,,,Encrusted Canopic Lid,864.0
1310,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Commander's Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Pulsating Stoneheart,Drape of Twisted Loyalties,Engorged Worm Smasher,Horde Tabard,,Acidslough Bulwark,944.1
1311,Sinful Gladiator's Plate Helm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Bilgewater Cartel Tabard,,Barricade of the Endless Empire,1121.0
1312,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,992.8
1313,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Sophisticated Bonecracker,Nightfallen Tabard,Red Linen Shirt,Acidslough Bulwark,827.8
1314,Wing Commander's Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Band of the Risen Bonelord,Bloodoath Signet,Blood-Spattered Scale,Pulsating Stoneheart,Blighted Margrave's Cloak,Barbed-Edge of the Stone Legion,,,Builwark of the Stone Legion,703.3
1315,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1127.5
1316,Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Band of the Risen Bonelord,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Gorestained Cleaver,,,Acidslough Bulwark,767.9
1317,Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sacred Sparrer's Edge,,Sleeveless T-Shirt,Acidslough Bulwark,795.1
1318,Wing Commander's Helmet,Sinful Aspirant's Necklace,Selfless Collector's Spaulders,Abdominal Securing Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Dynamo Doomstompers,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Hyperlight Band,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Engorged Worm Smasher,Tabard of the Ascended,,Encrusted Canopic Lid,673.1
1319,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Silvermoon City Tabard,,Sinful Gladiator's Guard,1182.0
1320,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Twisted Witherroot Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,,Captain Sanders' Shirt,Sinful Gladiator's Guard,724.3
1321,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritualist's Treasured Ring,Fleshfused Circle,Blood-Spattered Scale,Splintered Heart of Al'ar,Shroud of the Penitent,Supercollider,,,Acidslough Bulwark,790.8
1322,Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Frostplate Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Gluttonous Spike,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,Fashionable Undershirt,Pulsing Spellshield,708.5
1323,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Bloodoath Signet,Memory of Past Sins,Splintered Heart of Al'ar,Silvernote Cloak,Supercollider,,Precious' Ribbon,Sylvan Whiteshield,708.9
1324,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Mantle of Manifest Sins,Sinsmasher,Tabard of the Lightbringer,,Encrusted Canopic Lid,969.5
1325,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Sanguine Vintage,Splintered Heart of Al'ar,Crest of the Legionnaire General,Reaver of Renewed Resolve,,,Acidslough Bulwark,949.4
1326,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Tabard of the Explorer,,Encrusted Canopic Lid,1162.0
1327,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Macabre Sheet Music,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,,Orange Mageweave Shirt,Acidslough Bulwark,1125.7
1328,Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Fleshfused Circle,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Penitent Edge,,Common Brown Shirt,Chyrus's Crest of Hope,1036.9
1329,Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,,,Barricade of the Endless Empire,1223.8
1330,Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Blighted Margrave's Cloak,Engorged Worm Smasher,Renowned Guild Tabard,,Barricade of the Endless Empire,1054.4
1331,Plague Handler's Greathelm,Reinforced High Collar,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Darkmoon Deck: Voracity,Dealer Xy'exa's Cape,Gorestained Cleaver,Tabard of the Lightbringer,Precious' Ribbon,Barricade of the Endless Empire,955.1
1332,Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,Fashionable Undershirt,Acidslough Bulwark,1051.6
1333,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Sanguine Vintage,Skulker's Wing,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Argent Crusade,,Acidslough Bulwark,970.0
1334,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Shroud of the Penitent,Sinsmasher,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,1001.6
1335,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinsmasher,Tabard of the Lightbringer,,Elysian Sentinel's Aegis,1018.7
1336,Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Gorestained Cleaver,,,Barricade of the Endless Empire,1106.2
1337,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Tabard of the Lightbringer,,Barricade of the Endless Empire,1123.4
