Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Casque of the Path,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Punishing Loop,Pulsating Stoneheart,Overwhelming Power Crystal,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,175819224,Tabard of the Ascended,
Sinful Aspirant's Plate Helm,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Wristguards,Fleshfused Crushers,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Sinful Gladiator's Guard,164079219,Stormwind Tabard,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Anima Field Emitter,Slimy Consumptive Organ,Cowled Batwing Cloak,Sacred Sparrer's Edge,Acidslough Bulwark,23348325,Tabard of the Lightbringer,Fashionable Undershirt
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Gorestained Cleaver,Elysian Sentinel's Aegis,95476701,Tabard of the Argent Dawn,Irradiated Undercoat
Sinful Aspirant's Plate Helm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,96753435,Knight's Colors,
Shieldguard's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Hyperlight Band,Ritual Bone Band,Splintered Heart of Al'ar,Dreadfire Vessel,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,176203871,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritual Bone Band,Blood-Spattered Scale,Spare Meat Hook,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,171168416,,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Shadowghast Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,160130322,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Selfless Collector's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,172365865,,
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Slimy Consumptive Organ,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,118713341,Laughing Skull Orcs Tabard,
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,133914746,,Embroidered Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Arachnid Cipher Ring,Band of the Risen Bonelord,Spare Meat Hook,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,90528656,,
Casque of the Path,Charm of Eternal Winter,Shadowghast Pauldrons,Chestplate of the March Warden,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Twisted Witherroot Band,Hyperlight Band,Viscera of Coalesced Hatred,Gluttonous Spike,Shawl of the Caretaker,Titanguard,Chyrus's Crest of Hope,90886310,Renowned Guild Tabard,Artisan Officer's Shirt
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Band of the Risen Bonelord,Darkmoon Deck: Voracity,Overwhelming Power Crystal,Mantle of Manifest Sins,Sophisticated Bonecracker,Waylight Defender,145650949,Illustrious Guild Tabard,Member's Shirt
Ancient Iron Heaume,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Chestplate of the March Warden,Girdle of Embers,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Overwhelming Power Crystal,Blood-Spattered Scale,Grim-Veiled Cape,Sinsmasher,Barrier of the Chosen,158807158,Tushui Tabard,Fashionable Undershirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sapsteel Breastplate,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,174914691,,
Helm of the Faceless,Azure-Venom Choker,Prankster's Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Drape of the Drakerider,Sophisticated Bonecracker,Elysian Sentinel's Aegis,164778521,Renowned Guild Tabard,
